WKT,gid,access,addr:housename,addr:housenumber,amenity,brand,building,covered,disused,ele,highway,historic,layer,leisure,name,office,operator,power,ref,shop,sport,tourism
"POINT (-8.42053959882785 43.3616824951205)","3222437609",,,"3",cafe,,,,,,,,,,Cafetería Maypi,,,,,,,
"POINT (-8.41913279882805 43.3615801951205)","5610481923",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.42101139882779 43.3621798951205)","4725097119",,,,cafe,,,,,,,,,,O Fildago,,,,,,,
"POINT (-8.42345159882745 43.3674242951202)","2448539689",,,,cafe,,,,,,,,,,Santa Clara,,,,,,,
"POINT (-8.41578259882851 43.3616317951205)","7516986162",,,,cafe,,,,,,,,,,La Dulcería,,,,,pastry,,
"POINT (-8.43613579882568 43.3728327951198)","7419534690",,,,cafe,,,,,,,,,,Artesa,,,,,bakery,,
"POINT (-8.43152139882632 43.3739360951198)","5475965721",,,,cafe,,,,,,,,,,La nueva estación,,,,,,,
"POINT (-8.42196569882765 43.3632877951204)","4739470525",,,,cafe,,,,,,,,,,Cafetería Internacional 1,,,,,,,
"POINT (-8.42437989882732 43.3674004951202)","6983754086",,,"324",cafe,,,,,,,,,,Asubio,,,,,,,
"POINT (-8.4166297988284 43.3630964951204)","6728983194",,,,cafe,,,,,,,,,,El Parque,,,,,,,
"POINT (-8.42094349882779 43.3636111951204)","4736360823",,,,cafe,,,,,,,,,,Paramos,,,,,,,
"POINT (-8.41973569882796 43.3646107951203)","6470938360",,,,cafe,,,,,,,,,,Café Denver,,,,,,,
"POINT (-8.41885289882809 43.3648345951203)","2718192311",,,,cafe,,,,,,,,,,Mezquita,,,,,,,
"POINT (-8.42399489882737 43.3725925951199)","6072641737",,,,cafe,,,,,,,,,,Gran Canaria,,,,,,,
"POINT (-8.42505089882722 43.3727567951199)","6424177427",,,,cafe,,,,,,,,,,Café bar O Espeto,,,,,,,
"POINT (-8.42603729882709 43.3733839951198)","5592798243",,,,cafe,,,,,,,,,,Nordés,,,,,,,
"POINT (-8.41500059882862 43.353859295121)","5409725898",,,,cafe,,,,,,,,,,Caprice,,,,,,,
"POINT (-8.42028139882789 43.3715319951199)","2781179468",,,"2",cafe,,,,,,,,,,Os Ventis,,,,,,,
"POINT (-8.41382939882878 43.353514595121)","3202392635",,,,cafe,,,,,,,,,,Zero Cafe,,,,,,,
"POINT (-8.41408719882875 43.354309395121)","5304501521",,,,cafe,,,,,,,,,,Marylebone,,,,,,,
"POINT (-8.41389299882877 43.3547718951209)","3005791949",,,"111",cafe,,,,,,,,,,Paddock,,,,,,,
"POINT (-8.41090279882919 43.354049095121)","5395629473",,,,cafe,,,,,,,,,,Bohemia,,,,,,,
"POINT (-8.4101202988293 43.353574295121)","7117772660",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.41095079882919 43.354231395121)","5395586057",,,,cafe,,,,,,,,,,Andy,,,,,,,
"POINT (-8.41032579882927 43.3546447951209)","5409793950",,,,cafe,,,,,,,,,,Marisma,,,,,,,
"POINT (-8.41487709882864 43.3550713951209)","3005788718",,,,cafe,,,,,,,,,,Onda Sempre,,,,,,,
"POINT (-8.41350739882883 43.3555086951209)","3797423760",,,,cafe,,,,,,,,,,Al 101,,,,,,,
"POINT (-8.41426499882873 43.3561673951208)","3797423759",,,,cafe,,,,,,,,,,Quimper's,,,,,,,
"POINT (-8.41359879882882 43.3553352951209)","3797423758",,,,cafe,,,,,,,,,,Madison,,,,,,,
"POINT (-8.41263279882895 43.3552865951209)","7506736691",,,,cafe,,,,,,,,,,La Tradicional,,,,,bakery,,
"POINT (-8.41238769882899 43.3551462951209)","5409793949",,,,cafe,,,,,,,,,,Galaica,,,,,,,
"POINT (-8.41025109882928 43.3556143951209)","7621885325",,,,cafe,,,,,,,,,,Teyma,,,,,,,
"POINT (-8.41043879882926 43.3561157951208)","5409907331",,,,cafe,,,,,,,,,,Mar del Plata,,,,,,,
"POINT (-8.41031269882928 43.3555411951209)","7621885326",,,,cafe,,,,,,,,,,Buenos Aires,,,,,,,
"POINT (-8.41134859882913 43.3563437951208)","5409909430",,,,cafe,,,,,,,,,,Vanessa,,,,,,,
"POINT (-8.41073549882922 43.3562629951208)","5409907333",,,,cafe,,,,,,,,,,Coffe Pan,,,,,bakery,,
"POINT (-8.4087293988295 43.3524734951211)","1719179865",,,,cafe,,,,,,,,,,O Faiado,,,,,,,
"POINT (-8.40946069882939 43.3525780951211)","5922199280",,,,cafe,,,,,,,,,,A Coruña Estación,,,,,,,
"POINT (-8.40908869882944 43.3521164951211)","1728999497",,,,cafe,,,,,,,,,,Cacique,,,,,,,
"POINT (-8.40824519882956 43.3527029951211)","1721032501",,,,cafe,,,,,,,,,,Estación,,,,,,,
"POINT (-8.40835979882955 43.352770995121)","1710792925",,,,cafe,,,,,,,,,,América,,,,,,,
"POINT (-8.40820969882957 43.352910195121)","1722159295",,,,cafe,,,,,,,,,,Islas Malvinas,,,,,,,
"POINT (-8.40877679882949 43.3545948951209)","5409898773",,,,cafe,,,,,,,,,,Bocalino,,,,,,,
"POINT (-8.40983289882934 43.354312195121)","5409793952",,,,cafe,,,,,,,,,,Saraiba,,,,,,,
"POINT (-8.40828419882956 43.354033995121)","7628473012",,,,cafe,,,,,,,,,,Venus,,,,,,,
"POINT (-8.40838619882954 43.3546196951209)","5479083706",,,,cafe,,,,,,,,,,Pallas,,,,,,,
"POINT (-8.40806939882959 43.3547140951209)","7622318974",,,,cafe,,,,,,,,,,O' de Sempre,,,,,,,
"POINT (-8.40566869882992 43.3544919951209)","7536732382",,,,cafe,,,,,,,,,,Mazaricos 2,,,,,,,
"POINT (-8.40988799882933 43.3555117951209)","5409902475",,,,cafe,,,,,,,,,,Zurich,,,,,,,
"POINT (-8.40496809883002 43.3546133951209)","1724528927",,,,cafe,,,,,,,,,,Poker,,,,,,,
"POINT (-8.40937139882941 43.3556024951209)","6546970141",,,,cafe,,,,,,,,,,El de Manolín,,,,,,,
"POINT (-8.40853789882952 43.3548043951209)","6547594279",,,,cafe,,,,,,,,,,Please Don't Tell,,,,,,,
"POINT (-8.40718269882971 43.3560705951208)","7614812409",,,,cafe,,,,,,,,,,Queen,,,,,,,
"POINT (-8.40770459882964 43.3555799951209)","7614812403",,,,cafe,,,,,,,,,,Café con Leche,,,,,,,
"POINT (-8.40830939882956 43.3568367951208)","7611430412",,,,cafe,,,,,,,,,,Chroma,,,,,,,
"POINT (-8.40533759882997 43.3565689951208)","7128859907",,,,cafe,,,,,,,,,,La Morera,,,,,,,
"POINT (-8.40708619882972 43.3563145951208)","7612056884",,,,cafe,,,,,,,,,,Dreams,,,,,,,
"POINT (-8.40687659882975 43.3561930951209)","7612056883",,,,cafe,,,,,,,,,,Pancomido,,,,,,,
"POINT (-8.40683419882976 43.3566468951208)","7612056833",,,,cafe,,,,,,,,,,Linde,,,,,,,
"POINT (-8.40646029882981 43.3561906951209)","7612076790",,,,cafe,,,,,,,,,,Dávilo,,,,,,,
"POINT (-8.40632299882983 43.3566207951208)","7612076789",,,,cafe,,,,,,,,,,Miolo,,,,,bakery,,
"POINT (-8.41465149882867 43.3620104951205)","7510377482",,,,cafe,,,,,,,,,,Rex,,,,,,,
"POINT (-8.4115768988291 43.3579641951207)","7608780630",,,,cafe,,,,,,,,,,Brasserie,,,,,,,
"POINT (-8.40813189882958 43.3595797951206)","7505904499",,,,cafe,,,,,,,,,,Anduriña,,,,,,,
"POINT (-8.41547539882856 43.3621435951205)","7514020160",,,,cafe,,,,,,,,,,Kafe,,,,,,,
"POINT (-8.41047569882925 43.3618057951205)","5397894155",,,,cafe,,,,,,,,,,Sefora,,,,,,,
"POINT (-8.40706239882973 43.3589553951207)","7504303668",,,,cafe,,,,,,,,,,Martínez,,,,,,,
"POINT (-8.40967119882936 43.3613350951206)","7497046262",,,,cafe,,,,,,,,,,La Unión,,,,,,,
"POINT (-8.40773799882963 43.3603755951206)","7498247903",,,,cafe,,,,,,,,,,El Escondite,,,,,,,
"POINT (-8.40766569882964 43.3606192951206)","5613711411",,,,cafe,,,,,,,,,,Sugar Coffee,,,,,,,
"POINT (-8.4086981988295 43.3617714951205)","7496957512",,,,cafe,,,,,,,,,,Manila,,,,,,,
"POINT (-8.40964459882937 43.3616854951205)","5397894160",,,,cafe,,,,,,,,,,Rivoli,,,,,,,
"POINT (-8.40948519882939 43.3627757951204)","5882929759",,,,cafe,,,,,,,,,,Il Giardino,,,,,,,
"POINT (-8.40620839882985 43.3610374951205)","6792894926",,,,cafe,,,,,,,,,,Café de Kali,,,,,,,
"POINT (-8.40619289882985 43.3608190951206)","6792878254",,,,cafe,,,,,,,,,,Café Siroco,,,,,,,
"POINT (-8.40356459883021 43.3520913951211)","6276589375",,,,cafe,,,,,,,,,,Switzerland,,,,,,,
"POINT (-8.40721959882971 43.3627671951205)","6073194685",,,,cafe,,,,,,,,,,Roots,,,,,,,
"POINT (-8.4072198988297 43.3629431951205)","6073194687",,,,cafe,,,,,,,,,,Central Park,,,,,,,
"POINT (-8.40304539883029 43.354024195121)","4558558627",,,"57",cafe,Starbucks,,,,,,,,,Starbucks,,,,,,,
"POINT (-8.39959689883077 43.353422195121)","7669251464",,,,cafe,,,,,,,,,,San Diego,,,,,,,
"POINT (-8.40122799883054 43.353018595121)","7651736559",,,,cafe,,,,,,,,,,Sole Mio,,,,,,,
"POINT (-8.40125469883054 43.353998395121)","6598995984",,,,cafe,,,,,,,,,,Caffeto,,,,,,,
"POINT (-8.40073269883061 43.353541795121)","7642998117",,,,cafe,,,,,,,,,,Kilate,,,,,,,
"POINT (-8.40244859883037 43.3554063951209)","7521814596",,,,cafe,,,,,,,,,,Alcalá,,,,,,,
"POINT (-8.40101759883057 43.3547173951209)","7521913241",,,,cafe,,,,,,,,,,Caprice,,,,,,,
"POINT (-8.39908329883084 43.3543809951209)","7672974545",,,,cafe,,,,,,,,,,Gaiteira 43,,,,,,,
"POINT (-8.40208949883042 43.3562346951208)","7503746683",,,,cafe,,,,,,,,,,Verde Galicia,,,,,,,
"POINT (-8.4043699988301 43.3563693951208)","6276563898",,,,cafe,,,,,,,,,,Villasán,,,,,,,
"POINT (-8.40191789883044 43.3563607951208)","7503746684",,,,cafe,,,,,,,,,,Churrería El Timón,,,,,chocolate,,
"POINT (-8.40424829883012 43.3565483951208)","7521652671",,,,cafe,,,,,,,,,,Delicias,,,,,,,
"POINT (-8.40193969883044 43.3566480951208)","5423569152",,,,cafe,,,,,,,,,,Coconut Grove,,,,,,,
"POINT (-8.4036901988302 43.3564762951208)","7521652672",,,,cafe,,,,,,,,,,O' Planchet,,,,,,,
"POINT (-8.40174499883047 43.3556989951209)","7521814601",,,,cafe,,,,,,,,,,Cruxe,,,,,,,
"POINT (-8.4000927988307 43.3562851951208)","5462556261",,,,cafe,,,,,,,,,,Cisne,,,,,,,
"POINT (-8.40157169883049 43.3561115951209)","5423557162",,,,cafe,,,,,,,,,,Churrería Bonilla,,,,,chocolate,,
"POINT (-8.39915619883083 43.3559818951209)","1738549166",,,,cafe,,,,,,,,,,Forum,,,,,,,
"POINT (-8.39952389883078 43.3562035951209)","7517403039",,,,cafe,,,,,,,,,,Suso,,,,,,,
"POINT (-8.39946219883079 43.3572430951208)","5860251786",,,"6",cafe,,,,,,,,,,La Ruta,,,,,,,
"POINT (-8.39976449883074 43.3574313951208)","5860251785",,,"1",cafe,,,,,,,,,,Bello Mar,,,,,,,
"POINT (-8.40376299883019 43.3589861951207)","7501208046",,,,cafe,,,,,,,,,,Arpa,,,,,,,
"POINT (-8.39752779883105 43.354163895121)","7673017251",,,,cafe,,,,,,,,,,Debén,,,,,bakery,,
"POINT (-8.3972133988311 43.354152095121)","6416903220",,,,cafe,,,,,,,,,,Sanbrandan,,,,,bakery,,
"POINT (-8.39599589883127 43.353849695121)","7687401128",,,,cafe,,,,,,,,,,Añoranza,,,,,,,
"POINT (-8.39444509883148 43.353955795121)","7682630803",,,,cafe,,,,,,,,,,Breogán,,,,,,,
"POINT (-8.41484689882864 43.3642544951204)","7456598532",,,,cafe,,,,,,,,,,Le Bistro,,,,,,,
"POINT (-8.41064569882923 43.3638315951204)","7498854360",,,,cafe,,,,,,,,,,La Cantera,,,,,,,
"POINT (-8.40975229882935 43.3657103951203)","7406136459",,,,cafe,,,,,,,,,,Castilla,,,,,,,
"POINT (-8.4101381988293 43.3658350951203)","6509704564",,,,cafe,,,,,,,,,,D'Jaime,,,,,,,
"POINT (-8.41119099882915 43.3668597951202)","7490445016",,,,cafe,,,,,,,,,,Henna's,,,,,,,
"POINT (-8.41058099882924 43.3671281951202)","6848787454",,,,cafe,,,,,,,,,,Bocatín,,,,,,,
"POINT (-8.40775459882963 43.3650718951203)","7497241847",,,,cafe,,,,,,,,,,Siboney,,,,,,,
"POINT (-8.40556799882994 43.3638782951204)","7488684586",,,,cafe,,,,,,,,,,Caravel,,,,,,,
"POINT (-8.40609659882986 43.3654591951203)","7484995372",,,,cafe,,,,,,,,,,Continentale,,,,,,,
"POINT (-8.40995369882932 43.3662424951202)","6207958804",,,,cafe,,,,,,,,,,Aruba's Coffe,,,,,,,
"POINT (-8.40802509882959 43.3676130951202)","5407113386",,,"24",cafe,,,,,,,,,,Manhattan,,,,,,,
"POINT (-8.4072308988297 43.3662903951203)","5738789443",,,,cafe,,,,,,,,,,Caffè Vecchio,,,,,coffee,,
"POINT (-8.40543929882995 43.3670222951202)","7434916197",,,,cafe,,,,,,,,,,Mafari,,,,,,,
"POINT (-8.40456619883008 43.3683446951201)","7438069823",,,,cafe,,,,,,,,,,A Fontiña,,,,,,,
"POINT (-8.40562629882993 43.3691377951201)","7445142131",,,,cafe,,,,,,,,,,Ledicia,,,,,,,
"POINT (-8.40637959882982 43.3689940951201)","6568579812",,,,cafe,,,,,,,,,,Cuca's Coffee,,,,,,,
"POINT (-8.40540789882996 43.3695126951201)","6568567802",,,,cafe,,,,,,,,,,Café Canela,,,,,,,
"POINT (-8.40308399883028 43.3667596951202)","1659223891",,,"6",cafe,,,,,,,,,,Café Mirador,,,,,,,
"POINT (-8.40506789883 43.37003549512)","4459028297",,,"6",cafe,,,,,,,,,,Aroma,,,,,,,
"POINT (-8.40415229883013 43.3676833951202)","7434856598",,,,cafe,,,,,,,,,,FMCaféBar,,,,,,,
"POINT (-8.40426039883012 43.3691514951201)","4765029813",,,,cafe,,,,,,,,,,El Café de Macondo,,,,,,,
"POINT (-8.40339559883024 43.3682206951201)","7429276384",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.40284239883032 43.3692702951201)","5594362478",,,,cafe,,,,,,,,,,Centro Gallego,,,,,,,
"POINT (-8.40299509883029 43.3693882951201)","5594362479",,,,cafe,,,,,,,,,,El Jardín de la Tahona,,,,,,,
"POINT (-8.40070359883061 43.3694224951201)","5394553095",,,"55",cafe,,,,,,,,,,Caffè Vecchio,,,,,,,
"POINT (-8.40347839883023 43.3715631951199)","7441431505",,,,cafe,,,,,,,,,,Teneguía,,,,,,,
"POINT (-8.39962549883076 43.36975019512)","5414034254",,,,cafe,,,,,,,,,,Café Cantante,,,,,,,
"POINT (-8.40063099883062 43.37033299512)","5482436932",,,,cafe,,,,,,,,,,Café Hispano,,,,,,,
"POINT (-8.39911549883083 43.36996749512)","6981871187",,,"14",cafe,,,,,,,,,,La Mansión 1783,,,,,,,
"POINT (-8.39923129883082 43.3718611951199)","7279860722",,,,cafe,,,,,,,,,,Sport Café Coruña,,,,,,,
"POINT (-8.40018669883069 43.3713852951199)","3100402485",,,"1",cafe,,,,,,,,,,Café Universal,,,,,,,
"POINT (-8.40012269883069 43.3730835951198)","7279874394",,,,cafe,,,,,,,,,,Miss Maruja,,,,,,,
"POINT (-8.40029999883067 43.3734645951198)","7434055184",,,,cafe,,,,,,,,,,Élite,,,,,,,
"POINT (-8.39765709883104 43.3737194951198)","7414280651",,,,cafe,,,,,,,,,,Dino's,,,,,,,
"POINT (-8.39897649883085 43.37000559512)","7425143090",,,,cafe,,,,,,,,,,Café Sheraton,,,,,,,
"POINT (-8.39760409883104 43.37068639512)","5633143392",,,,cafe,,,,,,,,,,Veracruz,,,,,,,
"POINT (-8.39449419883148 43.3689341951201)","7452280613",,,,cafe,,,,,,,,,,La Dársena,,,,,,,
"POINT (-8.39372509883158 43.3689581951201)","7453412723",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.39459959883146 43.3697534951201)","6476162223",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.39418639883152 43.3697737951201)","4375768895",,,,cafe,,,,,,,,,,Bistró,,,,,,,
"POINT (-8.39802349883099 43.37151179512)","7430289444",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.39424239883151 43.3736853951198)","5633214126",,,,cafe,,,,,,,,,,Miau,,,,,,,
"POINT (-8.38849309883231 43.3386881951219)","4159250332",,,,cafe,,,,,,,,,,Hospital,,,,,,,
"POINT (-8.39163659883187 43.3343106951221)","4652656144",,,8/10,cafe,,,,,,,,,,Chaná Confiteria,,,,,,,
"POINT (-8.37677919883394 43.3377351951219)","7264086789",,,,cafe,,,,,,,,,,Café Poniente,,,,,,,
"POINT (-8.37665139883396 43.3384568951219)","7264086790",,,,cafe,,,,,,,,,,Cafetería Marty,,,,,,,
"POINT (-8.38911979883222 43.3441322951216)","3586752046",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.39196249883183 43.3521378951211)","5640631418",,,,cafe,,,,,,,,,,Café Bar Burdeos,,,,,,,
"POINT (-8.39063839883201 43.3530491951211)","5640633915",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.39018329883208 43.3522809951211)","5640633917",,,,cafe,,,,,,,,,,Cafetería Europa,,,,,,,
"POINT (-8.39038869883205 43.352925195121)","5640633916",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.39324259883165 43.37030149512)","3577215000",,,,cafe,,,,,,,,,,A' Vella,,,,,,,
"POINT (-8.43255159882618 43.3747140951198)","5606474581",,,,cafe,,,,,,,,,,Cuéntame,,,,,,,
"POINT (-8.43632149882565 43.3750824951197)","6652825469",,,38B,cafe,,,,,,,,,,Prisma,,,,,,,
"POINT (-8.4345602988259 43.3748956951197)","5625069351",,,"5",cafe,,,,,,,,,,Elíptico,,,,,,,
"POINT (-8.43303199882611 43.3772318951196)","1712858757",,,,cafe,,,,,,,,,,5 Mares,,,,,,,
"POINT (-8.43173769882629 43.3752220951197)","7419448636",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.4065120988298 43.3794825951195)","7556646616",,,,cafe,,,,,,,,,,Mazaricos,,,,,,,
"POINT (-8.42921919882664 43.3747848951198)","2641030164",,,"27",cafe,,,,,,,,,,Ipanema,,,,,,,
"POINT (-8.42681229882698 43.3749395951197)","7659211936",,,,cafe,,,,,,,,,,Segovia,,,,,,,
"POINT (-8.42837589882676 43.3754243951197)","2641039459",,,"34",cafe,,,,,,,,,,Tetería La Rosa del Desierto,,,,,tea,,
"POINT (-8.40460529883007 43.3775458951196)","6419609210",,,"21",cafe,,,,,,,,,,Ocho Monte Alto,,,,,,,
"POINT (-8.40518779882999 43.3790662951195)","7556639601",,,,cafe,,,,,,,,,,Aarau,,,,,,,
"POINT (-8.40768149882964 43.3795936951195)","7533461935",,,,cafe,,,,,,,,,,As Lagoas,,,,,,,
"POINT (-8.4022602988304 43.3761605951197)","5634867740",,,,cafe,,,,,,,,,,Litmar,,,,,,,
"POINT (-8.40251199883036 43.3743638951198)","7449980412",,,,cafe,,,,,,,,,,Maracaibo Beat,,,,,,,
"POINT (-8.40327859883025 43.3781432951196)","3361666342",,,,cafe,,,,,,,,,,Gemelos,,,,,,,
"POINT (-8.40044619883065 43.3749609951197)","7476116938",,,,cafe,,,,,,,,,,Handicap Café,,,,,,,
"POINT (-8.40122359883054 43.3772995951196)","7568562668",,,,cafe,,,,,,,,,,Debén,,,,,bakery,,
"POINT (-8.39812309883097 43.3779602951196)","1719267488",,,"102",cafe,,,,,,,,,,Migas,,,,,,,
"POINT (-8.39883639883087 43.3744103951198)","3226766314",,,"1",cafe,,,,,,,,,,El Tren,,,,,,,
"POINT (-8.39700909883113 43.3741219951198)","2781228026",,,,cafe,,,,,,,,,,Caprice,,,,,,,
"POINT (-8.39705789883112 43.3741906951198)","2781230157",,,"14",cafe,,,,,,,,,,Tahonas Debén,,,,,bakery,,
"POINT (-8.39804839883098 43.3766114951196)","5635213688",,,,cafe,,,,,,,,,,Café Tabique,,,,,,,
"POINT (-8.39448189883148 43.3749886951197)","1694957207",,,,cafe,,,,,,,,,,O Recuncho de Esmeralda,,,,,,,
"POINT (-8.39818609883096 43.3788545951195)","2781175222",,,,cafe,,,,,,,,,,Ansu II,,,,,,,
"POINT (-8.39821229883096 43.3794902951195)","7406481348",,,,cafe,,,,,,,,,,La Parra,,,,,,,
"POINT (-8.40212229883041 43.3810734951194)","7569023372",,,,cafe,,,,,,,,,,Los Otros,,,,,,,
"POINT (-8.40011329883069 43.3805176951194)","5102183722",,,"12",cafe,,,,,,,,,,Mesía,,,,,,,
"POINT (-8.40154509883049 43.3804482951194)","7565339502",,,,cafe,,,,,,,,,,Casi que si,,,,,,,
"POINT (-8.21095969885702 43.2767490951255)","3877387478",,,,cafe,,,,,,,,,,AMI,,,,,,,
"POINT (-8.39994649883072 43.3810988951194)","7560626174",,,,cafe,,,,,,,,,,Áncora,,,,,,,
"POINT (-8.40041759883065 43.3815457951194)","7547474894",,,,cafe,,,,,,,,,,Hércules,,,,,,,
"POINT (-8.40031489883067 43.3815413951193)","7547474895",,,,cafe,,,,,,,,,,A' Chispa,,,,,,,
"POINT (-8.39618479883124 43.3836359951192)","5431805862",,,,cafe,,,,,,,,,,Amarante,,,,,,,
"POINT (-8.34654599883815 43.3491469951213)","6306292284",,,,cafe,,,,,,,,,,Preludio,,,,,,,
"POINT (-8.31608939884239 43.3336018951222)","5422499873",,,,cafe,,,,,,,,,,Cafetería Tiberio's,,,,,,,
"POINT (-8.33706549883947 43.3775031951196)","4372032693",,,,cafe,,,,,,,,,,Cafetería Mera,,,,,,,
"POINT (-8.33491269883977 43.3818164951193)","6288678389",,,,cafe,,,,,,,,,,A Esquinita,,,,,,,
"POINT (-8.21565529885637 43.2771499951255)","6715822585",,,,cafe,,,,,,,,,,Las Cuevas,,,,,,,
"POINT (-8.21056609885708 43.2770210951255)","1928835142",,,,cafe,,,,,,,,,,Cafetería Love,,,,,,,
"POINT (-8.21019629885713 43.2777636951255)","3877389831",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.2089761988573 43.2762563951256)","3877384369",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.20914829885728 43.2763703951255)","3877388610",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.2104227988571 43.2785562951254)","3794173061",,,,cafe,,,,,,,,,,Yocri,,,,,,,
"POINT (-8.20974729885719 43.2790265951254)","3787704842",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.21120649885699 43.2799975951253)","981055520",,,,cafe,,,,,,,,,,Cafe Paris,,,,,,,
"POINT (-8.21091699885703 43.2800076951253)","5247966858",,,,cafe,,,,,,,,,,Zojo,,,,,,,
"POINT (-8.20988989885717 43.2795532951254)","1928835138",,,,cafe,,,,,,,,,,Cervecería Versalles,,,,,,,
"POINT (-8.20980939885719 43.2794751951254)","1928835135",,,,cafe,,,,,,,,,,Capitol,,,,,,,
"POINT (-8.21007079885715 43.2797432951254)","1928835151",,,,cafe,,,,,,,,,,La Goleta,,,,,,,
"POINT (-8.20996499885717 43.2796157951254)","1928835153",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.20804239885743 43.2817720951252)","6717361001",,,,cafe,,,,,,,,,,Habibi,,,,,,,
"POINT (-8.2118686988569 43.2808053951253)","1928835149",,,,cafe,,,,,,,,,,Café Bar Lanzós,,,,,,,
"POINT (-8.21094309885703 43.2806642951253)","1928835152",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.25624759885072 43.3502328951212)","5538485383",,,,cafe,,,,,,,,,,Terra Meiga,,,,,,,
"POINT (-8.25488299885091 43.3492040951213)","5056692903",,,,cafe,,,,,,,,,,Leo's Cafe Bar,,,,,,,
"POINT (-8.25468939885094 43.3493680951212)","4351715800",,,,cafe,,,,,,,,,,A Telleira,,,,,,,
"POINT (-8.25482959885092 43.3490729951213)","4351715799",,,,cafe,,,,,,,,,,O Grilo,,,,,,,
"POINT (-8.2535456988511 43.3487479951213)","5424088685",,,,cafe,,,,,,,,,,O Regato,,,,,,,
"POINT (-8.25484999885091 43.3497099951212)","4351715798",,,,cafe,,,,,,,,,,Venezuela,,,,,,,
"POINT (-8.25318429885115 43.3507309951212)","2854595014",,,,cafe,,,,,,,,,,Corazón de Viena,,,,,,,
"POINT (-8.254261698851 43.3497332951212)","4351715797",,,,cafe,,,,,,,,,,Carnoedo,,,,,,,
"POINT (-8.25270099885122 43.3494186951212)","2854595023",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.2506290988515 43.3485252951213)","2854595032",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.25232749885127 43.3496655951212)","2854595024",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.25097239885146 43.3575240951208)","5056692902",,,,cafe,,,,,,,,,,Zumolandia,,,,,,,
"POINT (-8.25089999885147 43.3622421951205)","791539168",,,,cafe,,,,,,,,,,Pepecho,,,,,,,
"POINT (-8.25041339885153 43.3587431951207)","791578492",,,,cafe,,,,,,,,,,Cafe Bar O'Pescador,,,,,,,
"POINT (-8.24394919885243 43.4274665951167)","5672141085",,,"51",cafe,,,,,,,,,,O Nano,,,,,,,
"POINT (-8.20703599885757 43.3453005951215)","3416355284",,,,cafe,,,,,,,,,,,,,,,,,
"POINT (-8.1708970988626 43.4065749951179)","281755206",,,,cafe,,,,,,,,,,Stollen,,,,,,,
"POINT (-8.17078039886262 43.4067738951179)","5907987995",,,"4",cafe,,,,,,,,,,La Farmacia de Abajo,,,,,,,
"POINT (-8.17087219886261 43.4068286951179)","280708017",,,,cafe,,,,,,,,,,A Cociña,,,,,,,
"POINT (-8.17063999886264 43.4068152951179)","282037220",,,,cafe,,,,,,,,,,A Raiola,,,,,,,
"POINT (-8.16917199886284 43.4073723951178)","5908001438",,,,cafe,,,,,,,,,,Tino's,,,,,,,
"POINT (-8.24542819885223 43.4253876951168)","5672141091",,,"3",cafe,,,,,,,,,,Café Bar El Puente,,,,,,,
"POINT (-8.24285459885259 43.4280653951166)","6279453670",,,"37",cafe,,,,,,,,,,A Taberna,,,,,,,
"POINT (-8.24224499885267 43.4276162951167)","6051436971",,,"22",cafe,,,,,,,,,,Verde Mar,,,,,,,
"POINT (-8.24342009885251 43.4273377951167)","6096698803",,,,cafe,,,,,,,,,,La Esquina,,,,,,,
"POINT (-8.24165029885275 43.4279328951166)","6279453666",,,"25",cafe,,,,,,,,,,Yambú,,,,,,,
"POINT (-8.24146669885278 43.4280061951166)","5672141092",,,"26",cafe,,,,,,,,,,O Pescador,,,,,,,
"POINT (-8.25503939885089 43.4602341951148)","6293211071",,,,cafe,,,,,,,,,,Galicia,,,,,,,
"POINT (-8.24222329885267 43.4296058951165)","6109667337",,,"99",cafe,,,,,,,,,,Rúa Nova,,,,,,,
"POINT (-8.24174819885274 43.4290197951166)","6279453667",,,,cafe,,,,,,,,,,Urbox,,,,,,,
"POINT (-8.24074559885288 43.4289595951166)","5672141090",,,"34",cafe,,,,,,,,,,Churrería A Ciscada,,,,,,,
"POINT (-8.24067499885289 43.4294789951165)","6089490593",,,,cafe,,,,,,,,,,Tarrafa,,,,,,,
"POINT (-8.25654719885068 43.4601697951148)","3768714670",,,,cafe,,,,,,,,,,Atlántico,,,,,,,
